GLOSATIPOESTABLECIMIENTO,fecha,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
Hospital,2024-09-03,13,Atenciones de urgencia - Infarto agudo miocardio,5,0,0,0,4,1
Hospital,2024-09-03,14,Atenciones de urgencia - Accidente vascular encefálico,30,0,1,1,11,17
Hospital,2024-09-03,15,Atenciones de urgencia - Crisis hipertensiva,10,0,0,1,6,3
Hospital,2024-09-03,16,Atenciones de urgencia - Arritmia grave,20,0,0,0,12,8
Hospital,2024-09-03,17,Atenciones de urgencia - Otras causas circulatorias,90,0,0,2,41,47
Hospital,2024-09-03,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,54,0,2,1,23,28
Hospital,2024-09-03,25,Hospitalizaciones - Total,513,31,40,39,225,178
Hospital,2024-10-03,1,Atenciones de urgencia - Total,4780,248,581,1309,1964,678
Hospital,2024-10-03,12,Atenciones de urgencia - Total Sistema Circulatorio,165,0,1,4,90,70
Hospital,2024-10-03,13,Atenciones de urgencia - Infarto agudo miocardio,5,0,0,0,5,0
Hospital,2024-10-03,14,Atenciones de urgencia - Accidente vascular encefálico,24,0,0,0,14,10
Hospital,2024-10-03,15,Atenciones de urgencia - Crisis hipertensiva,7,0,0,0,5,2
Hospital,2024-10-03,16,Atenciones de urgencia - Arritmia grave,19,0,0,0,9,10
Hospital,2024-10-03,17,Atenciones de urgencia - Otras causas circulatorias,110,0,1,4,57,48
Hospital,2024-10-03,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,55,0,0,0,26,29
Hospital,2024-10-03,25,Hospitalizaciones - Total,516,21,32,46,232,185
Hospital,2024-11-03,1,Atenciones de urgencia - Total,4007,231,471,798,1931,576
Hospital,2024-11-03,12,Atenciones de urgencia - Total Sistema Circulatorio,129,0,0,1,72,56
Hospital,2024-11-03,13,Atenciones de urgencia - Infarto agudo miocardio,5,0,0,0,2,3
Hospital,2024-11-03,14,Atenciones de urgencia - Accidente vascular encefálico,22,0,0,0,9,13
Hospital,2024-11-03,15,Atenciones de urgencia - Crisis hipertensiva,4,0,0,0,4,0
Hospital,2024-11-03,16,Atenciones de urgencia - Arritmia grave,7,0,0,0,4,3
Hospital,2024-11-03,17,Atenciones de urgencia - Otras causas circulatorias,91,0,0,1,53,37
Hospital,2024-11-03,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,41,0,0,0,18,23
Hospital,2024-11-03,25,Hospitalizaciones - Total,388,15,30,41,168,134
Hospital,2024-12-03,1,Atenciones de urgencia - Total,5183,251,571,1303,2252,806
Hospital,2024-12-03,12,Atenciones de urgencia - Total Sistema Circulatorio,185,1,0,7,94,83
Hospital,2024-12-03,13,Atenciones de urgencia - Infarto agudo miocardio,9,0,0,0,6,3
Hospital,2024-12-03,14,Atenciones de urgencia - Accidente vascular encefálico,27,0,0,0,10,17
Hospital,2024-12-03,15,Atenciones de urgencia - Crisis hipertensiva,9,0,0,1,7,1
Hospital,2024-12-03,16,Atenciones de urgencia - Arritmia grave,17,0,0,2,2,13
Hospital,2024-12-03,17,Atenciones de urgencia - Otras causas circulatorias,123,1,0,4,69,49
Hospital,2024-12-03,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,60,0,0,0,28,32
Hospital,2024-12-03,25,Hospitalizaciones - Total,527,23,27,47,246,184
Hospital,2024-01-04,1,Atenciones de urgencia - Total,4365,268,555,670,2074,798
Hospital,2024-01-04,12,Atenciones de urgencia - Total Sistema Circulatorio,198,0,0,3,94,101
Hospital,2024-01-04,13,Atenciones de urgencia - Infarto agudo miocardio,6,0,0,0,1,5
Hospital,2024-01-04,14,Atenciones de urgencia - Accidente vascular encefálico,24,0,0,0,5,19
Hospital,2024-01-04,15,Atenciones de urgencia - Crisis hipertensiva,11,0,0,0,7,4
Hospital,2024-01-04,16,Atenciones de urgencia - Arritmia grave,12,0,0,0,7,5
Hospital,2024-01-04,17,Atenciones de urgencia - Otras causas circulatorias,145,0,0,3,74,68
Hospital,2024-01-04,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,72,0,0,0,28,44
Hospital,2024-01-04,25,Hospitalizaciones - Total,495,27,32,33,221,182
Hospital,2024-02-04,1,Atenciones de urgencia - Total,3762,245,377,526,2064,550
Hospital,2024-02-04,12,Atenciones de urgencia - Total Sistema Circulatorio,120,0,1,4,57,58
Hospital,2024-02-04,13,Atenciones de urgencia - Infarto agudo miocardio,4,0,0,0,1,3
Hospital,2024-02-04,14,Atenciones de urgencia - Accidente vascular encefálico,24,0,0,0,14,10
Hospital,2024-02-04,15,Atenciones de urgencia - Crisis hipertensiva,6,0,0,0,5,1
Hospital,2024-02-04,16,Atenciones de urgencia - Arritmia grave,14,0,0,1,8,5
Hospital,2024-02-04,17,Atenciones de urgencia - Otras causas circulatorias,72,0,1,3,29,39
Hospital,2024-02-04,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,40,0,0,2,14,24
Hospital,2024-02-04,25,Hospitalizaciones - Total,366,12,13,30,178,133
Hospital,2024-03-04,1,Atenciones de urgencia - Total,4359,236,388,619,2280,836
Hospital,2024-03-04,12,Atenciones de urgencia - Total Sistema Circulatorio,190,0,0,3,81,106
Hospital,2024-03-04,13,Atenciones de urgencia - Infarto agudo miocardio,7,0,0,0,3,4
Hospital,2024-03-04,14,Atenciones de urgencia - Accidente vascular encefálico,35,0,0,0,12,23
Hospital,2024-03-04,15,Atenciones de urgencia - Crisis hipertensiva,14,0,0,0,7,7
Hospital,2024-03-04,16,Atenciones de urgencia - Arritmia grave,29,0,0,1,14,14
Hospital,2024-03-04,17,Atenciones de urgencia - Otras causas circulatorias,105,0,0,2,45,58
Hospital,2024-03-04,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,58,0,2,0,22,34
Hospital,2024-03-04,25,Hospitalizaciones - Total,529,19,23,33,257,197
Hospital,2024-04-04,1,Atenciones de urgencia - Total,5045,237,552,1347,2158,751
Hospital,2024-04-04,12,Atenciones de urgencia - Total Sistema Circulatorio,170,1,0,4,73,92
Hospital,2024-04-04,13,Atenciones de urgencia - Infarto agudo miocardio,4,0,0,0,1,3
Hospital,2024-04-04,14,Atenciones de urgencia - Accidente vascular encefálico,25,0,0,0,7,18
Hospital,2024-04-04,15,Atenciones de urgencia - Crisis hipertensiva,17,0,0,0,9,8
Hospital,2024-04-04,16,Atenciones de urgencia - Arritmia grave,14,0,0,0,3,11
Hospital,2024-04-04,17,Atenciones de urgencia - Otras causas circulatorias,110,1,0,4,53,52
Hospital,2024-04-04,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,49,0,0,0,13,36
Hospital,2024-04-04,25,Hospitalizaciones - Total,458,13,18,43,201,183
Hospital,2024-05-04,1,Atenciones de urgencia - Total,4201,257,556,782,1984,622
Hospital,2024-05-04,12,Atenciones de urgencia - Total Sistema Circulatorio,359,21,20,36,217,65
Hospital,2024-05-04,13,Atenciones de urgencia - Infarto agudo miocardio,10,0,0,0,5,5
Hospital,2024-05-04,14,Atenciones de urgencia - Accidente vascular encefálico,23,0,0,0,9,14
Hospital,2024-05-04,15,Atenciones de urgencia - Crisis hipertensiva,10,0,0,0,7,3
Hospital,2024-05-04,16,Atenciones de urgencia - Arritmia grave,12,0,0,0,5,7
Hospital,2024-05-04,17,Atenciones de urgencia - Otras causas circulatorias,304,21,20,36,191,36
Hospital,2024-05-04,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,45,0,0,0,16,29
Hospital,2024-05-04,25,Hospitalizaciones - Total,461,25,24,22,195,195
Hospital,2024-06-04,1,Atenciones de urgencia - Total,4730,206,550,1245,2044,685
Hospital,2024-06-04,12,Atenciones de urgencia - Total Sistema Circulatorio,192,0,2,7,95,88
Hospital,2024-06-04,13,Atenciones de urgencia - Infarto agudo miocardio,12,0,0,0,5,7
Hospital,2024-06-04,14,Atenciones de urgencia - Accidente vascular encefálico,28,0,0,0,14,14
Hospital,2024-06-04,15,Atenciones de urgencia - Crisis hipertensiva,15,0,0,0,9,6
Hospital,2024-06-04,16,Atenciones de urgencia - Arritmia grave,11,0,1,1,3,6
Hospital,2024-06-04,17,Atenciones de urgencia - Otras causas circulatorias,126,0,1,6,64,55
Hospital,2024-06-04,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,66,0,0,0,27,39
Hospital,2024-06-04,25,Hospitalizaciones - Total,576,36,39,34,258,209
Hospital,2024-07-04,1,Atenciones de urgencia - Total,3714,232,423,415,1883,761
Hospital,2024-07-04,12,Atenciones de urgencia - Total Sistema Circulatorio,180,0,2,2,81,95
Hospital,2024-07-04,13,Atenciones de urgencia - Infarto agudo miocardio,9,0,0,0,2,7
Hospital,2024-07-04,14,Atenciones de urgencia - Accidente vascular encefálico,22,0,0,0,4,18
Hospital,2024-07-04,15,Atenciones de urgencia - Crisis hipertensiva,13,0,0,0,8,5
Hospital,2024-07-04,16,Atenciones de urgencia - Arritmia grave,17,0,0,1,4,12
Hospital,2024-07-04,17,Atenciones de urgencia - Otras causas circulatorias,119,0,2,1,63,53
Hospital,2024-07-04,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,66,0,0,1,19,46
Hospital,2024-07-04,25,Hospitalizaciones - Total,579,27,43,31,256,222
Hospital,2024-08-04,1,Atenciones de urgencia - Total,3863,243,596,696,1715,613
Hospital,2024-08-04,12,Atenciones de urgencia - Total Sistema Circulatorio,152,0,0,3,70,79
Hospital,2024-08-04,13,Atenciones de urgencia - Infarto agudo miocardio,12,0,0,0,9,3
Hospital,2024-08-04,14,Atenciones de urgencia - Accidente vascular encefálico,20,0,0,0,6,14
Hospital,2024-08-04,15,Atenciones de urgencia - Crisis hipertensiva,9,0,0,0,5,4
Hospital,2024-08-04,16,Atenciones de urgencia - Arritmia grave,10,0,0,0,6,4
Hospital,2024-08-04,17,Atenciones de urgencia - Otras causas circulatorias,101,0,0,3,44,54
Hospital,2024-08-04,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,50,0,0,0,26,24
Hospital,2024-08-04,25,Hospitalizaciones - Total,499,20,34,33,256,156
Hospital,2024-09-04,1,Atenciones de urgencia - Total,4922,276,637,1221,2030,758
Hospital,2024-09-04,12,Atenciones de urgencia - Total Sistema Circulatorio,199,0,2,2,96,99
Hospital,2024-09-04,13,Atenciones de urgencia - Infarto agudo miocardio,6,0,0,0,3,3
Hospital,2024-09-04,14,Atenciones de urgencia - Accidente vascular encefálico,30,0,0,0,13,17
Hospital,2024-09-04,15,Atenciones de urgencia - Crisis hipertensiva,12,0,0,0,4,8
Hospital,2024-09-04,16,Atenciones de urgencia - Arritmia grave,21,0,0,0,7,14
Hospital,2024-09-04,17,Atenciones de urgencia - Otras causas circulatorias,130,0,2,2,69,57
Hospital,2024-09-04,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,65,0,0,0,27,38
Hospital,2024-09-04,25,Hospitalizaciones - Total,525,15,41,35,232,202
Hospital,2024-10-04,1,Atenciones de urgencia - Total,4483,269,520,1019,1925,750
Hospital,2024-10-04,12,Atenciones de urgencia - Total Sistema Circulatorio,169,0,1,4,81,83
Hospital,2024-10-04,13,Atenciones de urgencia - Infarto agudo miocardio,6,0,0,0,5,1
Hospital,2024-10-04,14,Atenciones de urgencia - Accidente vascular encefálico,23,0,0,0,10,13
Hospital,2024-10-04,15,Atenciones de urgencia - Crisis hipertensiva,11,0,1,0,6,4
Hospital,2024-10-04,16,Atenciones de urgencia - Arritmia grave,9,0,0,0,1,8
Hospital,2024-10-04,17,Atenciones de urgencia - Otras causas circulatorias,120,0,0,4,59,57
Hospital,2024-10-04,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,42,0,0,0,17,25
Hospital,2024-10-04,25,Hospitalizaciones - Total,491,15,41,48,211,176
Hospital,2024-11-04,1,Atenciones de urgencia - Total,5260,238,571,1455,2259,737
Hospital,2024-11-04,12,Atenciones de urgencia - Total Sistema Circulatorio,172,0,0,5,94,73
Hospital,2024-11-04,13,Atenciones de urgencia - Infarto agudo miocardio,18,0,0,0,12,6
Hospital,2024-11-04,14,Atenciones de urgencia - Accidente vascular encefálico,27,0,0,0,14,13
Hospital,2024-11-04,15,Atenciones de urgencia - Crisis hipertensiva,7,0,0,0,6,1
Hospital,2024-11-04,16,Atenciones de urgencia - Arritmia grave,7,0,0,1,3,3
Hospital,2024-11-04,17,Atenciones de urgencia - Otras causas circulatorias,113,0,0,4,59,50
Hospital,2024-11-04,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,63,0,0,0,30,33
Hospital,2024-11-04,25,Hospitalizaciones - Total,467,16,26,63,201,161
Hospital,2024-12-04,1,Atenciones de urgencia - Total,4896,246,608,1113,2142,787
Hospital,2024-12-04,12,Atenciones de urgencia - Total Sistema Circulatorio,189,0,2,2,82,103
Hospital,2024-12-04,13,Atenciones de urgencia - Infarto agudo miocardio,6,0,0,0,5,1
Hospital,2024-12-04,14,Atenciones de urgencia - Accidente vascular encefálico,41,0,0,0,18,23
Hospital,2024-12-04,15,Atenciones de urgencia - Crisis hipertensiva,12,0,0,0,8,4
Hospital,2024-12-04,16,Atenciones de urgencia - Arritmia grave,22,0,0,0,5,17
Hospital,2024-12-04,17,Atenciones de urgencia - Otras causas circulatorias,108,0,2,2,46,58
Hospital,2024-12-04,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,57,0,0,0,22,35
Hospital,2024-12-04,25,Hospitalizaciones - Total,518,20,28,37,246,187
Hospital,2024-01-05,1,Atenciones de urgencia - Total,4143,241,481,658,2019,744
Hospital,2024-01-05,12,Atenciones de urgencia - Total Sistema Circulatorio,182,2,0,1,87,92
Hospital,2024-01-05,13,Atenciones de urgencia - Infarto agudo miocardio,7,0,0,0,5,2
Hospital,2024-01-05,14,Atenciones de urgencia - Accidente vascular encefálico,25,0,0,0,7,18
Hospital,2024-01-05,15,Atenciones de urgencia - Crisis hipertensiva,6,0,0,0,3,3
Hospital,2024-01-05,16,Atenciones de urgencia - Arritmia grave,14,0,0,0,7,7
Hospital,2024-01-05,17,Atenciones de urgencia - Otras causas circulatorias,130,2,0,1,65,62
Hospital,2024-01-05,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,58,0,0,0,22,36
Hospital,2024-01-05,25,Hospitalizaciones - Total,493,19,22,27,238,187
Hospital,2024-02-05,1,Atenciones de urgencia - Total,4299,276,412,625,2258,728
Hospital,2024-02-05,12,Atenciones de urgencia - Total Sistema Circulatorio,158,0,2,3,89,64
Hospital,2024-02-05,13,Atenciones de urgencia - Infarto agudo miocardio,4,0,0,0,1,3
Hospital,2024-02-05,14,Atenciones de urgencia - Accidente vascular encefálico,22,0,0,0,12,10
Hospital,2024-02-05,15,Atenciones de urgencia - Crisis hipertensiva,10,0,0,0,8,2
Hospital,2024-02-05,16,Atenciones de urgencia - Arritmia grave,16,0,0,0,10,6
Hospital,2024-02-05,17,Atenciones de urgencia - Otras causas circulatorias,106,0,2,3,58,43
Hospital,2024-02-05,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,58,0,0,1,34,23
Hospital,2024-02-05,25,Hospitalizaciones - Total,479,16,28,42,227,166
Hospital,2024-03-05,1,Atenciones de urgencia - Total,4072,203,383,661,2095,730
Hospital,2024-03-05,12,Atenciones de urgencia - Total Sistema Circulatorio,165,0,0,4,82,79
Hospital,2024-03-05,13,Atenciones de urgencia - Infarto agudo miocardio,9,0,0,0,3,6
Hospital,2024-03-05,14,Atenciones de urgencia - Accidente vascular encefálico,23,0,0,0,11,12
Hospital,2024-03-05,15,Atenciones de urgencia - Crisis hipertensiva,8,0,0,0,2,6
Hospital,2024-03-05,16,Atenciones de urgencia - Arritmia grave,18,0,0,2,7,9
Hospital,2024-03-05,17,Atenciones de urgencia - Otras causas circulatorias,107,0,0,2,59,46
Hospital,2024-03-05,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,58,0,0,1,21,36
Hospital,2024-03-05,25,Hospitalizaciones - Total,507,19,22,46,215,205
Hospital,2024-04-05,1,Atenciones de urgencia - Total,4750,213,532,1131,2119,755
Hospital,2024-04-05,12,Atenciones de urgencia - Total Sistema Circulatorio,173,1,0,6,83,83
Hospital,2024-04-05,13,Atenciones de urgencia - Infarto agudo miocardio,10,0,0,0,7,3
Hospital,2024-04-05,14,Atenciones de urgencia - Accidente vascular encefálico,32,0,0,0,12,20
Hospital,2024-04-05,15,Atenciones de urgencia - Crisis hipertensiva,9,0,0,0,7,2
Hospital,2024-04-05,16,Atenciones de urgencia - Arritmia grave,14,0,0,0,4,10
Hospital,2024-04-05,17,Atenciones de urgencia - Otras causas circulatorias,108,1,0,6,53,48
Hospital,2024-04-05,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,61,1,0,1,25,34
Hospital,2024-04-05,25,Hospitalizaciones - Total,530,25,23,41,242,199
Hospital,2024-05-05,1,Atenciones de urgencia - Total,4246,232,565,944,1872,633
Hospital,2024-05-05,12,Atenciones de urgencia - Total Sistema Circulatorio,136,0,2,5,67,62
Hospital,2024-05-05,13,Atenciones de urgencia - Infarto agudo miocardio,3,0,0,0,0,3
Hospital,2024-05-05,14,Atenciones de urgencia - Accidente vascular encefálico,20,0,0,0,11,9
Hospital,2024-05-05,15,Atenciones de urgencia - Crisis hipertensiva,11,0,0,0,7,4
Hospital,2024-05-05,16,Atenciones de urgencia - Arritmia grave,13,0,0,0,10,3
Hospital,2024-05-05,17,Atenciones de urgencia - Otras causas circulatorias,89,0,2,5,39,43
Hospital,2024-05-05,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,38,0,0,0,12,26
Hospital,2024-05-05,25,Hospitalizaciones - Total,419,14,20,30,195,160
Hospital,2024-06-05,1,Atenciones de urgencia - Total,4646,193,572,1176,1992,713
Hospital,2024-06-05,12,Atenciones de urgencia - Total Sistema Circulatorio,191,1,0,5,95,90
Hospital,2024-06-05,13,Atenciones de urgencia - Infarto agudo miocardio,14,0,0,0,6,8
Hospital,2024-06-05,14,Atenciones de urgencia - Accidente vascular encefálico,22,0,0,0,8,14
Hospital,2024-06-05,15,Atenciones de urgencia - Crisis hipertensiva,17,0,0,0,9,8
Hospital,2024-06-05,16,Atenciones de urgencia - Arritmia grave,14,0,0,0,8,6
Hospital,2024-06-05,17,Atenciones de urgencia - Otras causas circulatorias,124,1,0,5,64,54
Hospital,2024-06-05,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,78,1,0,0,30,47
Hospital,2024-06-05,25,Hospitalizaciones - Total,557,24,43,38,241,211
Hospital,2024-07-05,1,Atenciones de urgencia - Total,3497,200,408,403,1752,734
Hospital,2024-07-05,12,Atenciones de urgencia - Total Sistema Circulatorio,186,0,0,1,79,106
Hospital,2024-07-05,13,Atenciones de urgencia - Infarto agudo miocardio,11,0,0,0,5,6
Hospital,2024-07-05,14,Atenciones de urgencia - Accidente vascular encefálico,26,0,0,0,9,17
Hospital,2024-07-05,15,Atenciones de urgencia - Crisis hipertensiva,13,0,0,0,5,8
Hospital,2024-07-05,16,Atenciones de urgencia - Arritmia grave,12,0,0,0,6,6
Hospital,2024-07-05,17,Atenciones de urgencia - Otras causas circulatorias,124,0,0,1,54,69
Hospital,2024-07-05,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,57,0,0,0,24,33
Hospital,2024-07-05,25,Hospitalizaciones - Total,504,19,29,28,216,212
Hospital,2024-08-05,1,Atenciones de urgencia - Total,4551,279,605,932,2041,694
Hospital,2024-08-05,12,Atenciones de urgencia - Total Sistema Circulatorio,175,0,0,1,91,83
Hospital,2024-08-05,13,Atenciones de urgencia - Infarto agudo miocardio,13,0,0,0,6,7
Hospital,2024-08-05,14,Atenciones de urgencia - Accidente vascular encefálico,30,0,0,0,13,17
Hospital,2024-08-05,15,Atenciones de urgencia - Crisis hipertensiva,13,0,0,0,7,6
Hospital,2024-08-05,16,Atenciones de urgencia - Arritmia grave,13,0,0,0,4,9
Hospital,2024-08-05,17,Atenciones de urgencia - Otras causas circulatorias,106,0,0,1,61,44
Hospital,2024-08-05,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,65,0,0,0,28,37
Hospital,2024-08-05,25,Hospitalizaciones - Total,537,33,45,41,219,199
Hospital,2024-09-05,1,Atenciones de urgencia - Total,4731,256,620,1142,1931,782
Hospital,2024-09-05,12,Atenciones de urgencia - Total Sistema Circulatorio,180,0,2,1,82,95
Hospital,2024-09-05,13,Atenciones de urgencia - Infarto agudo miocardio,9,0,0,0,5,4
Hospital,2024-09-05,14,Atenciones de urgencia - Accidente vascular encefálico,37,0,0,0,14,23
Hospital,2024-09-05,15,Atenciones de urgencia - Crisis hipertensiva,11,0,0,0,4,7
Hospital,2024-09-05,16,Atenciones de urgencia - Arritmia grave,22,0,0,0,10,12
Hospital,2024-09-05,17,Atenciones de urgencia - Otras causas circulatorias,101,0,2,1,49,49
Hospital,2024-09-05,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,65,0,1,0,28,36
Hospital,2024-09-05,25,Hospitalizaciones - Total,539,28,40,47,225,199
Hospital,2024-10-05,1,Atenciones de urgencia - Total,3921,249,501,749,1713,709
Hospital,2024-10-05,12,Atenciones de urgencia - Total Sistema Circulatorio,154,1,0,3,62,88
Hospital,2024-10-05,13,Atenciones de urgencia - Infarto agudo miocardio,9,0,0,0,2,7
Hospital,2024-10-05,14,Atenciones de urgencia - Accidente vascular encefálico,29,0,0,0,11,18
Hospital,2024-10-05,15,Atenciones de urgencia - Crisis hipertensiva,3,0,0,0,3,0
Hospital,2024-10-05,16,Atenciones de urgencia - Arritmia grave,20,1,0,1,7,11
Hospital,2024-10-05,17,Atenciones de urgencia - Otras causas circulatorias,93,0,0,2,39,52
Hospital,2024-10-05,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,66,0,0,0,25,41
Hospital,2024-10-05,25,Hospitalizaciones - Total,497,20,37,35,231,174
Hospital,2024-11-05,1,Atenciones de urgencia - Total,5141,267,511,1337,2306,720
Hospital,2024-11-05,12,Atenciones de urgencia - Total Sistema Circulatorio,173,0,1,0,90,82
Hospital,2024-11-05,13,Atenciones de urgencia - Infarto agudo miocardio,12,0,0,0,6,6
Hospital,2024-11-05,14,Atenciones de urgencia - Accidente vascular encefálico,30,0,0,0,12,18
Hospital,2024-11-05,15,Atenciones de urgencia - Crisis hipertensiva,11,0,0,0,5,6
Hospital,2024-11-05,16,Atenciones de urgencia - Arritmia grave,14,0,0,0,6,8
Hospital,2024-11-05,17,Atenciones de urgencia - Otras causas circulatorias,106,0,1,0,61,44
Hospital,2024-11-05,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,68,0,0,0,33,35
Hospital,2024-11-05,25,Hospitalizaciones - Total,570,25,36,45,254,210
Hospital,2024-12-05,1,Atenciones de urgencia - Total,4635,234,551,1059,2077,714
Hospital,2024-12-05,12,Atenciones de urgencia - Total Sistema Circulatorio,184,0,1,1,91,91
Hospital,2024-12-05,13,Atenciones de urgencia - Infarto agudo miocardio,7,0,0,0,6,1
Hospital,2024-12-05,14,Atenciones de urgencia - Accidente vascular encefálico,30,0,0,0,12,18
Hospital,2024-12-05,15,Atenciones de urgencia - Crisis hipertensiva,5,0,0,0,4,1
Hospital,2024-12-05,16,Atenciones de urgencia - Arritmia grave,16,0,0,0,8,8
